student_id,name,major,gpa,country,interests,background,study_level
STU0761,Student 761,Data Science,3.52,South Africa,"Medical Research, Data Analysis, Creative Arts",Background description for student 761,PhD
STU0762,Student 762,Environmental Science,2.67,Japan,"Machine Learning, Creative Arts, AI",Background description for student 762,PhD
STU0763,Student 763,Education,3.24,UK,"Medical Research, Web Development, Environmental Conservation",Background description for student 763,Undergraduate
STU0764,Student 764,Law,2.88,USA,"Education Technology, Environmental Conservation, Medical Research",Background description for student 764,Masters
STU0765,Student 765,Environmental Science,2.83,Germany,"Medical Research, Web Development, Creative Arts",Background description for student 765,Masters
STU0766,Student 766,Education,3.19,USA,"Environmental Conservation, Medical Research, Education Technology",Background description for student 766,Masters
STU0767,Student 767,Environmental Science,2.99,UK,"Creative Arts, Web Development, Data Analysis",Background description for student 767,Masters
STU0768,Student 768,Computer Science,3.19,South Africa,"Creative Arts, Machine Learning, Legal Studies",Background description for student 768,Masters
STU0769,Student 769,Arts,4.01,Canada,"Legal Studies, AI, Creative Arts",Background description for student 769,Undergraduate
STU0770,Student 770,Law,3.7,Japan,"Business Management, Creative Arts, Data Analysis",Background description for student 770,Masters
STU0771,Student 771,Environmental Science,2.62,UAE,"Web Development, Environmental Conservation, Data Analysis",Background description for student 771,PhD
STU0772,Student 772,Environmental Science,3.73,Australia,"Data Analysis, Medical Research, Business Management",Background description for student 772,Undergraduate
STU0773,Student 773,Law,3.14,India,"Machine Learning, Environmental Conservation, Web Development",Background description for student 773,PhD
STU0774,Student 774,Arts,3.98,USA,"Legal Studies, Creative Arts, Web Development",Background description for student 774,PhD
STU0775,Student 775,Data Science,3.36,India,"Data Analysis, Business Management, Legal Studies",Background description for student 775,PhD
STU0776,Student 776,Law,3.38,Brazil,"Creative Arts, Legal Studies, Environmental Conservation",Background description for student 776,PhD
STU0777,Student 777,Medicine,3.1,Germany,"Web Development, Creative Arts, Data Analysis",Background description for student 777,Undergraduate
STU0778,Student 778,Business,3.14,UAE,"Legal Studies, Machine Learning, Data Analysis",Background description for student 778,Masters
STU0779,Student 779,Business,3.14,Brazil,"Machine Learning, AI, Web Development",Background description for student 779,Masters
STU0780,Student 780,Data Science,3.8,UAE,"Web Development, Legal Studies, Business Management",Background description for student 780,PhD
STU0781,Student 781,Education,3.15,Australia,"Education Technology, AI, Medical Research",Background description for student 781,PhD
STU0782,Student 782,Environmental Science,3.09,South Africa,"Education Technology, Machine Learning, Environmental Conservation",Background description for student 782,PhD
STU0783,Student 783,Business,3.16,Canada,"Legal Studies, Data Analysis, Education Technology",Background description for student 783,Masters
STU0784,Student 784,Arts,2.67,Australia,"Data Analysis, Medical Research, Creative Arts",Background description for student 784,Undergraduate
STU0785,Student 785,Law,2.69,USA,"Legal Studies, Web Development, Education Technology",Background description for student 785,Undergraduate
STU0786,Student 786,Business,2.71,Canada,"Legal Studies, Creative Arts, Machine Learning",Background description for student 786,Undergraduate
STU0787,Student 787,Data Science,2.91,UK,"AI, Web Development, Business Management",Background description for student 787,PhD
STU0788,Student 788,Environmental Science,3.55,UAE,"Legal Studies, Creative Arts, Environmental Conservation",Background description for student 788,PhD
STU0789,Student 789,Environmental Science,3.04,Japan,"Legal Studies, Medical Research, Environmental Conservation",Background description for student 789,PhD
STU0790,Student 790,Medicine,3.29,USA,"Machine Learning, AI, Medical Research",Background description for student 790,Undergraduate
STU0791,Student 791,Computer Science,3.75,UAE,"Machine Learning, Legal Studies, Business Management",Background description for student 791,PhD
STU0792,Student 792,Law,2.94,USA,"Business Management, Education Technology, Environmental Conservation",Background description for student 792,PhD
STU0793,Student 793,Education,3.3,Brazil,"Medical Research, Environmental Conservation, Business Management",Background description for student 793,Masters
STU0794,Student 794,Medicine,3.25,Australia,"AI, Data Analysis, Business Management",Background description for student 794,Masters
STU0795,Student 795,Medicine,3.58,Brazil,"Machine Learning, Business Management, Medical Research",Background description for student 795,Masters
STU0796,Student 796,Environmental Science,3.32,UAE,"Web Development, Environmental Conservation, Medical Research",Background description for student 796,Masters
STU0797,Student 797,Environmental Science,3.12,UAE,"Creative Arts, Data Analysis, Web Development",Background description for student 797,Undergraduate
STU0798,Student 798,Medicine,2.62,Japan,"Legal Studies, Business Management, AI",Background description for student 798,Undergraduate
STU0799,Student 799,Computer Science,3.46,Australia,"Environmental Conservation, Data Analysis, Creative Arts",Background description for student 799,PhD
STU0800,Student 800,Arts,2.84,USA,"Machine Learning, Environmental Conservation, AI",Background description for student 800,Undergraduate
STU0801,Student 801,Education,2.43,Brazil,"Web Development, Creative Arts, Data Analysis",Background description for student 801,PhD
STU0802,Student 802,Business,2.77,UAE,"Data Analysis, Legal Studies, Web Development",Background description for student 802,Masters
STU0803,Student 803,Computer Science,2.7,UAE,"Data Analysis, Business Management, AI",Background description for student 803,Undergraduate
STU0804,Student 804,Engineering,3.29,Canada,"Legal Studies, Business Management, Environmental Conservation",Background description for student 804,Undergraduate
STU0805,Student 805,Arts,3.17,Germany,"Web Development, AI, Education Technology",Background description for student 805,Undergraduate
STU0806,Student 806,Arts,3.33,Canada,"Legal Studies, Business Management, Creative Arts",Background description for student 806,Masters
STU0807,Student 807,Education,3.57,UAE,"Web Development, Education Technology, Creative Arts",Background description for student 807,PhD
STU0808,Student 808,Computer Science,3.52,UK,"Machine Learning, AI, Medical Research",Background description for student 808,Masters
STU0809,Student 809,Environmental Science,3.97,Japan,"Creative Arts, Education Technology, Environmental Conservation",Background description for student 809,Undergraduate
STU0810,Student 810,Arts,2.62,Canada,"AI, Medical Research, Legal Studies",Background description for student 810,Undergraduate
STU0811,Student 811,Data Science,3.08,UK,"Legal Studies, Education Technology, Business Management",Background description for student 811,Masters
STU0812,Student 812,Environmental Science,2.68,Australia,"Education Technology, Data Analysis, Environmental Conservation",Background description for student 812,Masters
STU0813,Student 813,Medicine,2.39,Canada,"Machine Learning, Education Technology, Data Analysis",Background description for student 813,PhD
STU0814,Student 814,Engineering,3.69,South Africa,"Business Management, Creative Arts, Web Development",Background description for student 814,Masters
STU0815,Student 815,Education,2.88,India,"Environmental Conservation, Creative Arts, Machine Learning",Background description for student 815,PhD
STU0816,Student 816,Business,3.02,UAE,"Environmental Conservation, AI, Medical Research",Background description for student 816,Masters
STU0817,Student 817,Engineering,1.96,South Africa,"Web Development, Medical Research, Business Management",Background description for student 817,PhD
STU0818,Student 818,Data Science,2.61,Australia,"Creative Arts, Environmental Conservation, Machine Learning",Background description for student 818,PhD
STU0819,Student 819,Environmental Science,3.23,Brazil,"Legal Studies, Web Development, Machine Learning",Background description for student 819,PhD
STU0820,Student 820,Medicine,2.67,UAE,"Creative Arts, Machine Learning, Legal Studies",Background description for student 820,Masters
STU0821,Student 821,Engineering,2.85,India,"Education Technology, Business Management, Environmental Conservation",Background description for student 821,PhD
STU0822,Student 822,Arts,4.04,UK,"Education Technology, Business Management, AI",Background description for student 822,PhD
STU0823,Student 823,Environmental Science,3.34,South Africa,"AI, Machine Learning, Legal Studies",Background description for student 823,Undergraduate
STU0824,Student 824,Data Science,4.57,Australia,"Web Development, Business Management, Environmental Conservation",Background description for student 824,Undergraduate
STU0825,Student 825,Data Science,3.21,Brazil,"Machine Learning, Web Development, Environmental Conservation",Background description for student 825,Undergraduate
STU0826,Student 826,Arts,3.23,South Africa,"Legal Studies, Environmental Conservation, Machine Learning",Background description for student 826,Undergraduate
STU0827,Student 827,Arts,4.01,Brazil,"Medical Research, Machine Learning, Creative Arts",Background description for student 827,PhD
STU0828,Student 828,Arts,3.13,UAE,"Web Development, Environmental Conservation, Business Management",Background description for student 828,Masters
STU0829,Student 829,Data Science,4.34,Canada,"Creative Arts, Education Technology, Environmental Conservation",Background description for student 829,Undergraduate
STU0830,Student 830,Law,3.27,Brazil,"Machine Learning, Education Technology, AI",Background description for student 830,Masters
STU0831,Student 831,Law,2.99,Germany,"Web Development, AI, Environmental Conservation",Background description for student 831,PhD
STU0832,Student 832,Data Science,3.12,Canada,"Education Technology, Data Analysis, Business Management",Background description for student 832,PhD
STU0833,Student 833,Medicine,4.06,Canada,"Machine Learning, Legal Studies, Business Management",Background description for student 833,Masters
STU0834,Student 834,Computer Science,2.31,UAE,"Machine Learning, Data Analysis, Legal Studies",Background description for student 834,Masters
STU0835,Student 835,Computer Science,3.46,Germany,"Education Technology, Business Management, Medical Research",Background description for student 835,Masters
STU0836,Student 836,Arts,3.69,South Africa,"AI, Medical Research, Machine Learning",Background description for student 836,Masters
STU0837,Student 837,Data Science,3.81,UK,"Data Analysis, Machine Learning, AI",Background description for student 837,Undergraduate
STU0838,Student 838,Law,2.28,Brazil,"Data Analysis, Education Technology, Web Development",Background description for student 838,PhD
STU0839,Student 839,Medicine,3.5,Australia,"Business Management, Data Analysis, Web Development",Background description for student 839,Undergraduate
STU0840,Student 840,Engineering,2.46,Canada,"AI, Education Technology, Medical Research",Background description for student 840,PhD
STU0841,Student 841,Arts,3.23,USA,"Data Analysis, Web Development, Medical Research",Background description for student 841,PhD
STU0842,Student 842,Engineering,2.97,South Africa,"Education Technology, Machine Learning, Web Development",Background description for student 842,PhD
STU0843,Student 843,Computer Science,3.25,Canada,"AI, Legal Studies, Web Development",Background description for student 843,PhD
STU0844,Student 844,Medicine,3.5,Canada,"Medical Research, Environmental Conservation, Legal Studies",Background description for student 844,PhD
STU0845,Student 845,Medicine,2.04,Canada,"Data Analysis, AI, Legal Studies",Background description for student 845,Undergraduate
STU0846,Student 846,Data Science,2.34,South Africa,"Machine Learning, Business Management, Environmental Conservation",Background description for student 846,PhD
STU0847,Student 847,Business,3.18,Japan,"Business Management, Education Technology, Data Analysis",Background description for student 847,Masters
STU0848,Student 848,Environmental Science,4.04,Canada,"Legal Studies, AI, Data Analysis",Background description for student 848,Masters
STU0849,Student 849,Environmental Science,3.17,Australia,"Medical Research, Business Management, Education Technology",Background description for student 849,Undergraduate
STU0850,Student 850,Education,3.32,India,"Creative Arts, Environmental Conservation, Machine Learning",Background description for student 850,Masters
STU0851,Student 851,Education,4.06,India,"Medical Research, Machine Learning, Legal Studies",Background description for student 851,PhD
STU0852,Student 852,Data Science,4.02,South Africa,"Medical Research, Data Analysis, Creative Arts",Background description for student 852,Masters
STU0853,Student 853,Engineering,4.19,Brazil,"Legal Studies, Environmental Conservation, Creative Arts",Background description for student 853,Masters
STU0854,Student 854,Environmental Science,2.93,Australia,"Education Technology, Environmental Conservation, Web Development",Background description for student 854,PhD
STU0855,Student 855,Business,3.04,Australia,"Legal Studies, AI, Business Management",Background description for student 855,Masters
STU0856,Student 856,Arts,2.49,Australia,"Environmental Conservation, Business Management, Legal Studies",Background description for student 856,Masters
STU0857,Student 857,Education,2.79,Brazil,"Data Analysis, Environmental Conservation, Creative Arts",Background description for student 857,Masters
STU0858,Student 858,Education,3.68,India,"Business Management, Data Analysis, Web Development",Background description for student 858,Masters
STU0859,Student 859,Data Science,3.46,UK,"Education Technology, Data Analysis, Environmental Conservation",Background description for student 859,PhD
STU0860,Student 860,Law,3.9,Germany,"Medical Research, AI, Legal Studies",Background description for student 860,Undergraduate
STU0861,Student 861,Computer Science,2.8,Brazil,"AI, Business Management, Machine Learning",Background description for student 861,PhD
STU0862,Student 862,Business,3.69,Brazil,"Creative Arts, Environmental Conservation, Education Technology",Background description for student 862,Masters
STU0863,Student 863,Environmental Science,4.12,Germany,"Data Analysis, Education Technology, Web Development",Background description for student 863,Undergraduate
STU0864,Student 864,Education,3.05,UAE,"AI, Business Management, Medical Research",Background description for student 864,Undergraduate
STU0865,Student 865,Medicine,3.74,Canada,"Creative Arts, AI, Education Technology",Background description for student 865,PhD
STU0866,Student 866,Medicine,3.62,Japan,"Creative Arts, AI, Education Technology",Background description for student 866,Undergraduate
STU0867,Student 867,Arts,3.04,UAE,"Education Technology, Data Analysis, Machine Learning",Background description for student 867,PhD
STU0868,Student 868,Engineering,3.54,South Africa,"Medical Research, Web Development, Creative Arts",Background description for student 868,Masters
STU0869,Student 869,Law,3.54,South Africa,"Machine Learning, Legal Studies, AI",Background description for student 869,Undergraduate
STU0870,Student 870,Medicine,3.14,Japan,"Business Management, Environmental Conservation, Creative Arts",Background description for student 870,Undergraduate
STU0871,Student 871,Data Science,3.76,Germany,"Machine Learning, Legal Studies, Creative Arts",Background description for student 871,PhD
STU0872,Student 872,Computer Science,2.71,Brazil,"AI, Legal Studies, Machine Learning",Background description for student 872,Masters
STU0873,Student 873,Data Science,3.63,India,"Environmental Conservation, Medical Research, Creative Arts",Background description for student 873,PhD
STU0874,Student 874,Education,2.83,USA,"Creative Arts, Data Analysis, Education Technology",Background description for student 874,PhD
STU0875,Student 875,Data Science,2.62,Japan,"Legal Studies, Web Development, Creative Arts",Background description for student 875,Undergraduate
STU0876,Student 876,Data Science,3.29,Canada,"Creative Arts, Machine Learning, AI",Background description for student 876,PhD
STU0877,Student 877,Arts,4.11,Canada,"Environmental Conservation, AI, Machine Learning",Background description for student 877,PhD
STU0878,Student 878,Arts,3.41,India,"Creative Arts, Business Management, Education Technology",Background description for student 878,Undergraduate
STU0879,Student 879,Computer Science,3.06,South Africa,"Legal Studies, Medical Research, AI",Background description for student 879,PhD
STU0880,Student 880,Computer Science,2.65,Japan,"Web Development, Environmental Conservation, Education Technology",Background description for student 880,PhD
STU0881,Student 881,Engineering,3.39,Australia,"Creative Arts, Machine Learning, Legal Studies",Background description for student 881,Masters
STU0882,Student 882,Environmental Science,3.82,India,"Web Development, Data Analysis, Business Management",Background description for student 882,Undergraduate
STU0883,Student 883,Environmental Science,3.08,Japan,"Legal Studies, Medical Research, Machine Learning",Background description for student 883,Masters
STU0884,Student 884,Environmental Science,2.34,Canada,"AI, Data Analysis, Education Technology",Background description for student 884,Masters
STU0885,Student 885,Business,2.02,Germany,"AI, Education Technology, Data Analysis",Background description for student 885,PhD
STU0886,Student 886,Medicine,3.29,Canada,"AI, Medical Research, Education Technology",Background description for student 886,PhD
STU0887,Student 887,Medicine,2.5,India,"AI, Machine Learning, Education Technology",Background description for student 887,Undergraduate
STU0888,Student 888,Engineering,3.69,USA,"Medical Research, Business Management, Web Development",Background description for student 888,Masters
STU0889,Student 889,Law,2.67,Japan,"Machine Learning, Web Development, Legal Studies",Background description for student 889,Masters
STU0890,Student 890,Medicine,3.55,Brazil,"Data Analysis, Machine Learning, Education Technology",Background description for student 890,Masters
STU0891,Student 891,Environmental Science,2.76,USA,"Legal Studies, Environmental Conservation, Education Technology",Background description for student 891,Undergraduate
STU0892,Student 892,Arts,2.95,Brazil,"Legal Studies, Education Technology, Web Development",Background description for student 892,Undergraduate
STU0893,Student 893,Environmental Science,2.76,India,"Medical Research, AI, Data Analysis",Background description for student 893,Undergraduate
STU0894,Student 894,Computer Science,3.26,UK,"Web Development, AI, Medical Research",Background description for student 894,PhD
STU0895,Student 895,Business,3.76,UK,"Environmental Conservation, Creative Arts, Data Analysis",Background description for student 895,PhD
STU0896,Student 896,Data Science,3.08,Canada,"Machine Learning, Web Development, Education Technology",Background description for student 896,PhD
STU0897,Student 897,Education,3.18,USA,"Environmental Conservation, Creative Arts, Education Technology",Background description for student 897,PhD
STU0898,Student 898,Medicine,3.45,Brazil,"Data Analysis, AI, Web Development",Background description for student 898,Masters
STU0899,Student 899,Education,2.43,Japan,"Legal Studies, Education Technology, Machine Learning",Background description for student 899,Masters
STU0900,Student 900,Arts,3.8,Japan,"Environmental Conservation, Legal Studies, Creative Arts",Background description for student 900,Masters
STU0901,Student 901,Environmental Science,2.59,Germany,"Business Management, Medical Research, Web Development",Background description for student 901,PhD
STU0902,Student 902,Environmental Science,2.76,Germany,"Business Management, Creative Arts, Environmental Conservation",Background description for student 902,PhD
STU0903,Student 903,Law,3.45,Japan,"Data Analysis, Creative Arts, Medical Research",Background description for student 903,PhD
STU0904,Student 904,Law,3.08,UK,"Legal Studies, Business Management, Medical Research",Background description for student 904,PhD
STU0905,Student 905,Environmental Science,2.97,UAE,"Creative Arts, AI, Business Management",Background description for student 905,Masters
STU0906,Student 906,Medicine,2.38,South Africa,"Medical Research, Legal Studies, Machine Learning",Background description for student 906,PhD
STU0907,Student 907,Medicine,2.83,Germany,"Environmental Conservation, AI, Business Management",Background description for student 907,Masters
STU0908,Student 908,Education,3.28,Japan,"Web Development, Data Analysis, Business Management",Background description for student 908,PhD
STU0909,Student 909,Computer Science,2.92,Australia,"Legal Studies, Medical Research, Education Technology",Background description for student 909,Masters
STU0910,Student 910,Education,3.44,South Africa,"Web Development, Environmental Conservation, AI",Background description for student 910,PhD
STU0911,Student 911,Law,4.48,UK,"Machine Learning, AI, Medical Research",Background description for student 911,Masters
STU0912,Student 912,Law,3.22,Canada,"Business Management, Environmental Conservation, Creative Arts",Background description for student 912,PhD
STU0913,Student 913,Environmental Science,2.88,Canada,"Data Analysis, Medical Research, Creative Arts",Background description for student 913,PhD
STU0914,Student 914,Computer Science,3.34,South Africa,"Business Management, Medical Research, Education Technology",Background description for student 914,Undergraduate
STU0915,Student 915,Business,3.28,Brazil,"Machine Learning, Creative Arts, Medical Research",Background description for student 915,Undergraduate
STU0916,Student 916,Environmental Science,4.07,USA,"Legal Studies, Medical Research, Web Development",Background description for student 916,Undergraduate
STU0917,Student 917,Education,3.31,Japan,"Creative Arts, Web Development, Environmental Conservation",Background description for student 917,Masters
STU0918,Student 918,Arts,3.45,Brazil,"Medical Research, Business Management, Environmental Conservation",Background description for student 918,PhD
STU0919,Student 919,Engineering,2.92,India,"Environmental Conservation, Data Analysis, AI",Background description for student 919,Undergraduate
STU0920,Student 920,Arts,2.73,India,"Data Analysis, Machine Learning, Business Management",Background description for student 920,Masters
STU0921,Student 921,Business,3.41,Brazil,"Medical Research, Education Technology, Business Management",Background description for student 921,PhD
STU0922,Student 922,Law,3.84,India,"Machine Learning, Creative Arts, Business Management",Background description for student 922,PhD
STU0923,Student 923,Education,3.83,UAE,"Business Management, Medical Research, Environmental Conservation",Background description for student 923,Masters
STU0924,Student 924,Business,3.24,Japan,"AI, Medical Research, Web Development",Background description for student 924,PhD
STU0925,Student 925,Data Science,2.84,Brazil,"AI, Medical Research, Environmental Conservation",Background description for student 925,PhD
STU0926,Student 926,Data Science,3.77,UAE,"Creative Arts, Data Analysis, Environmental Conservation",Background description for student 926,PhD
STU0927,Student 927,Data Science,3.6,Canada,"Creative Arts, Medical Research, Data Analysis",Background description for student 927,Undergraduate
STU0928,Student 928,Business,2.97,Brazil,"Machine Learning, Education Technology, Environmental Conservation",Background description for student 928,Undergraduate
STU0929,Student 929,Medicine,4.11,UK,"Legal Studies, Medical Research, Machine Learning",Background description for student 929,Undergraduate
STU0930,Student 930,Medicine,3.63,India,"Creative Arts, Data Analysis, Business Management",Background description for student 930,Undergraduate
STU0931,Student 931,Business,4.35,USA,"Medical Research, Education Technology, Environmental Conservation",Background description for student 931,Undergraduate
STU0932,Student 932,Environmental Science,3.61,India,"Web Development, Medical Research, AI",Background description for student 932,Masters
STU0933,Student 933,Environmental Science,3.88,USA,"Data Analysis, Education Technology, AI",Background description for student 933,PhD
STU0934,Student 934,Arts,3.44,South Africa,"Education Technology, Machine Learning, Environmental Conservation",Background description for student 934,Masters
STU0935,Student 935,Computer Science,2.98,UK,"Environmental Conservation, Web Development, Legal Studies",Background description for student 935,Masters
STU0936,Student 936,Data Science,3.95,Canada,"Environmental Conservation, Medical Research, AI",Background description for student 936,Masters
STU0937,Student 937,Medicine,3.07,USA,"Medical Research, Creative Arts, Legal Studies",Background description for student 937,PhD
STU0938,Student 938,Law,3.63,South Africa,"Web Development, Creative Arts, Legal Studies",Background description for student 938,Masters
STU0939,Student 939,Environmental Science,3.23,UAE,"Data Analysis, Education Technology, Legal Studies",Background description for student 939,PhD
STU0940,Student 940,Law,2.97,UAE,"Data Analysis, AI, Education Technology",Background description for student 940,Undergraduate
STU0941,Student 941,Computer Science,1.74,UK,"Web Development, AI, Legal Studies",Background description for student 941,Masters
STU0942,Student 942,Environmental Science,3.74,Japan,"Creative Arts, Medical Research, Education Technology",Background description for student 942,Undergraduate
STU0943,Student 943,Engineering,3.07,India,"Business Management, AI, Legal Studies",Background description for student 943,Masters
STU0944,Student 944,Law,3.4,South Africa,"Environmental Conservation, Legal Studies, AI",Background description for student 944,Masters
STU0945,Student 945,Education,3.36,Germany,"Legal Studies, Creative Arts, AI",Background description for student 945,PhD
STU0946,Student 946,Business,3.14,UAE,"AI, Business Management, Medical Research",Background description for student 946,Masters
STU0947,Student 947,Business,2.4,USA,"Legal Studies, Machine Learning, Data Analysis",Background description for student 947,Masters
STU0948,Student 948,Medicine,2.53,Japan,"AI, Legal Studies, Machine Learning",Background description for student 948,Masters
STU0949,Student 949,Arts,3.45,UK,"Web Development, Data Analysis, Business Management",Background description for student 949,PhD
STU0950,Student 950,Business,2.65,Australia,"Machine Learning, Environmental Conservation, Data Analysis",Background description for student 950,PhD
STU0951,Student 951,Environmental Science,3.65,South Africa,"Legal Studies, Machine Learning, Environmental Conservation",Background description for student 951,PhD
STU0952,Student 952,Law,3.38,India,"Education Technology, Machine Learning, AI",Background description for student 952,PhD
STU0953,Student 953,Computer Science,3.02,USA,"AI, Legal Studies, Business Management",Background description for student 953,Undergraduate
STU0954,Student 954,Arts,2.88,Japan,"Education Technology, AI, Legal Studies",Background description for student 954,Undergraduate
STU0955,Student 955,Engineering,3.54,Australia,"Education Technology, Web Development, Data Analysis",Background description for student 955,Masters
STU0956,Student 956,Environmental Science,3.11,Brazil,"Creative Arts, AI, Environmental Conservation",Background description for student 956,PhD
STU0957,Student 957,Education,3.62,Canada,"Machine Learning, Education Technology, Data Analysis",Background description for student 957,PhD
STU0958,Student 958,Medicine,2.82,Japan,"Creative Arts, Environmental Conservation, Education Technology",Background description for student 958,Masters
STU0959,Student 959,Data Science,2.25,Australia,"Data Analysis, Environmental Conservation, Business Management",Background description for student 959,PhD
STU0960,Student 960,Data Science,4.01,Germany,"Creative Arts, Web Development, Medical Research",Background description for student 960,Masters
STU0961,Student 961,Business,3.41,USA,"Creative Arts, Legal Studies, Web Development",Background description for student 961,Masters
STU0962,Student 962,Medicine,3.37,USA,"Education Technology, Environmental Conservation, Legal Studies",Background description for student 962,Masters
STU0963,Student 963,Law,3.6,USA,"Web Development, Data Analysis, Creative Arts",Background description for student 963,Masters
STU0964,Student 964,Business,3.77,Brazil,"Education Technology, Machine Learning, Web Development",Background description for student 964,PhD
STU0965,Student 965,Environmental Science,2.75,South Africa,"Environmental Conservation, Machine Learning, Creative Arts",Background description for student 965,PhD
STU0966,Student 966,Medicine,3.45,Canada,"Legal Studies, Business Management, Creative Arts",Background description for student 966,Undergraduate
STU0967,Student 967,Education,3.07,Japan,"Business Management, AI, Education Technology",Background description for student 967,Undergraduate
STU0968,Student 968,Environmental Science,4.11,Canada,"AI, Creative Arts, Data Analysis",Background description for student 968,PhD
STU0969,Student 969,Business,3.17,Brazil,"Creative Arts, Legal Studies, AI",Background description for student 969,Undergraduate
STU0970,Student 970,Computer Science,2.34,USA,"Machine Learning, Business Management, Medical Research",Background description for student 970,PhD
STU0971,Student 971,Data Science,2.2,Germany,"Web Development, Legal Studies, Machine Learning",Background description for student 971,Undergraduate
STU0972,Student 972,Data Science,2.59,Germany,"Education Technology, Data Analysis, Machine Learning",Background description for student 972,PhD
STU0973,Student 973,Data Science,2.17,Germany,"Business Management, Web Development, Education Technology",Background description for student 973,PhD
STU0974,Student 974,Education,2.58,UK,"Medical Research, AI, Business Management",Background description for student 974,Undergraduate
STU0975,Student 975,Data Science,2.85,Brazil,"AI, Machine Learning, Medical Research",Background description for student 975,Masters
STU0976,Student 976,Law,3.84,UAE,"Web Development, Machine Learning, Data Analysis",Background description for student 976,PhD
STU0977,Student 977,Business,3.65,Australia,"Education Technology, Environmental Conservation, Machine Learning",Background description for student 977,Masters
STU0978,Student 978,Education,3.12,India,"Medical Research, Business Management, Environmental Conservation",Background description for student 978,Undergraduate
STU0979,Student 979,Arts,3.68,Australia,"Web Development, Environmental Conservation, Education Technology",Background description for student 979,Undergraduate
STU0980,Student 980,Computer Science,2.75,Canada,"Medical Research, Legal Studies, Environmental Conservation",Background description for student 980,Masters
STU0981,Student 981,Medicine,3.52,UAE,"Education Technology, Legal Studies, Environmental Conservation",Background description for student 981,Undergraduate
STU0982,Student 982,Engineering,3.12,UAE,"Web Development, Medical Research, AI",Background description for student 982,PhD
STU0983,Student 983,Medicine,3.91,Brazil,"Environmental Conservation, Machine Learning, Business Management",Background description for student 983,Masters
STU0984,Student 984,Data Science,3.76,Canada,"Medical Research, Data Analysis, Machine Learning",Background description for student 984,Masters
STU0985,Student 985,Business,3.66,Japan,"Web Development, Medical Research, Business Management",Background description for student 985,Masters
STU0986,Student 986,Arts,2.9,Japan,"Legal Studies, Education Technology, Web Development",Background description for student 986,Masters
STU0987,Student 987,Law,3.4,Japan,"Web Development, Environmental Conservation, Legal Studies",Background description for student 987,PhD
STU0988,Student 988,Data Science,3.01,India,"Environmental Conservation, Education Technology, Data Analysis",Background description for student 988,PhD
STU0989,Student 989,Medicine,2.91,USA,"Machine Learning, Medical Research, Legal Studies",Background description for student 989,Undergraduate
STU0990,Student 990,Medicine,2.96,South Africa,"Medical Research, Creative Arts, Machine Learning",Background description for student 990,Masters
STU0991,Student 991,Business,2.88,Japan,"Medical Research, Business Management, Education Technology",Background description for student 991,PhD
STU0992,Student 992,Medicine,3.17,Brazil,"Business Management, Environmental Conservation, Education Technology",Background description for student 992,Undergraduate
STU0993,Student 993,Environmental Science,3.9,Canada,"Education Technology, Creative Arts, Environmental Conservation",Background description for student 993,Undergraduate
STU0994,Student 994,Law,3.43,South Africa,"AI, Medical Research, Education Technology",Background description for student 994,Masters
STU0995,Student 995,Law,3.14,Australia,"Environmental Conservation, Data Analysis, Creative Arts",Background description for student 995,Undergraduate
STU0996,Student 996,Data Science,2.75,USA,"Environmental Conservation, Business Management, Creative Arts",Background description for student 996,Undergraduate
STU0997,Student 997,Data Science,3.16,South Africa,"Environmental Conservation, Data Analysis, Education Technology",Background description for student 997,Undergraduate
STU0998,Student 998,Environmental Science,3.11,Australia,"AI, Legal Studies, Creative Arts",Background description for student 998,Masters
STU0999,Student 999,Engineering,2.97,Australia,"AI, Creative Arts, Medical Research",Background description for student 999,PhD
STU1000,Student 1000,Law,3.83,Canada,"Machine Learning, Business Management, AI",Background description for student 1000,PhD
